ID,DOI,Title,Year,Citations,Impact_Score_FWCI,Authors,Institutions,Countries,Broad_Disciplines,Abstract
https://openalex.org/W4389397883,https://doi.org/10.1177/10755470231217536,"Missing Voices: Examining How Misinformation-Susceptible Individuals From Underrepresented Communities Engage, Perceive, and Combat Science Misinformation",2023,20,11.264,Michelle A. Amazeen; Rosalynn A. Vasquez; Arunima Krishna; Yi Grace Ji; Chris Chao Su; James J. Cummings,Boston University; Baylor University,US,Psychology; Political science; Sociology,"This study examines how misinformation-susceptible individuals from historically excluded and marginalized communities engage with science topics (e.g., climate change, vaccines, and health/wellness) and interpret misinformation and corrective intervention strategies. Two focus groups reveal that most participants are highly distrustful of authority figures, celebrity endorsements, and fact-checking strategies to combat misinformation. As one of the first studies to explore underrepresented community members’ experiences with science misinformation, findings reveal structural and institutional power dynamics that impede access to accurate information and indicate how missing voices must be included in the efforts at media and information literacy initiatives."
https://openalex.org/W3017576514,https://doi.org/10.1109/csci49370.2019.00256,Misinformation Correction across Social Media Platforms,2019,11,3.1939,Wenqing Zhao,Washington State University,US,Computer science,"Scholars and practitioners have devoted to correcting misinformation using various strategies. However, the effectiveness of corrective strategies was mixed. Since social media has made misinformation a worse problem, using social media to correct misinformation has great value. This study examines the effectiveness of correcting misinformation across social media platforms under the topic of vaccination. The results showed that participants exposed to corrective messages across social media platforms have more positive attitudes toward corrective messages and higher vaccination certainty than those exposed to the same messages on a single social media platform. The results suggested that cross-platform correction is a promising technique for combatting misinformation. The findings contribute to both social media studies and misinformation correction."
https://openalex.org/W4388998210,https://doi.org/10.1016/j.copsyc.2023.101774,Refuting misinformation: Examining theoretical underpinnings of refutational interventions,2023,20,11.264,Michelle A. Amazeen; Arunima Krishna,Boston University; University of Massachusetts Boston,US,Psychology; Computer science; Engineering; Biology; Philosophy,N/A
https://openalex.org/W4402059626,https://doi.org/10.3389/fpsyg.2024.1430953,Processing of misinformation as motivational and cognitive biases,2024,15,16.2359,Yanmengqian Zhou; Lijiang Shen,"Pennsylvania State University; University at Buffalo, State University of New York",US,Psychology; Computer science; Engineering,"Misinformation can be broadly defined as false or inaccurate information created and spread with or without clear intent to cause harm. It travels fast and deep and persists despite debunking. It is well-documented that corrective messages and fact-checking efforts often fail to mitigate the effects or persistence of misinformation. In this article, we examine the persistence of misinformation as rooted in motivational and cognitive biases in information processing. While drawing on the frameworks of motivations that drive information seeking, sharing, and processing and various cognitive biases, we explicate mechanisms and processes that underlie the impact and persistence of misinformation. We conclude our article by discussing the potential utility of psychological inoculation as a prebunking strategy."
https://openalex.org/W4224313641,https://doi.org/10.1145/3485447.3512263,Veracity-aware and Event-driven Personalized News Recommendation for Fake News Mitigation,2022,45,13.0834,Shoujin Wang; Xiaofei Xu; Xiuzhen Zhang; Yan Wang; Wenzhuo Song,Northeast Normal University; RMIT University; Macquarie University,AU; CN,Computer science; Political science; Physics; Economics,"Despite the tremendous efforts by social media platforms and fact-check services for fake news detection, fake news and misinformation still spread wildly on social media platforms (e.g., Twitter). Consequently, fake news mitigation strategies are urgently needed. Most of the existing work on fake news mitigation focuses on the overall mitigation on a whole social network while ignoring developing concrete mitigation strategies to deter individual users from sharing fake news. In this paper, we propose a novel veracity-aware and event-driven recommendation model to recommend personalised corrective true news to individual users for effectively debunking fake news. Our proposed model Rec4Mit (Recommendation for Mitigation) not only effectively captures a user’s current reading preference with a focus on which event, e.g., US election, from her/his recent reading history containing true and/or fake news, but also accurately predicts the veracity (true or fake) of candidate news. As a result, Rec4Mit can recommend the most suitable true news to best match the user’s preference as well as to mitigate fake news. In particular, for those users who have read fake news of a certain event, Rec4Mit is able to recommend the corresponding true news of the same event. Extensive experiments on real-world datasets show Rec4Mit significantly outperforms the state-of-the-art news recommendation methods in terms of the capability to recommend personalized true news for fake news mitigation."
https://openalex.org/W3190075092,https://doi.org/10.1108/oir-03-2021-0121,"Prevalence of anger, engaged in sadness: engagement in misinformation, correction, and emotional tweets during mass shootings",2021,28,7.5935,Jiyoung Lee; Shaheen Kanthawala; Brian Britt; Danielle Deavours; Tanya Ott-Fulmore,University of Montevallo; University of Alabama,US,Psychology; Computer science,"Purpose The goal of this study is to examine how tweets containing distinct emotions (i.e., emotional tweets) and different information types (i.e., misinformation, corrective information, and others) are prevalent during the initial phase of mass shootings and furthermore, how users engage in those tweets. Design/methodology/approach The researchers manually coded 1,478 tweets posted between August 3–11, 2019, in the immediate aftermath of the El Paso and Dayton mass shootings. This manual coding approach systematically examined the distinct emotions and information types of each tweet. Findings The authors found that, on Twitter, misinformation was more prevalent than correction during crises and a large portion of misinformation had negative emotions (i.e., anger, sadness, and anxiety), while correction featured anger. Notably, sadness-exhibiting tweets were more likely to be retweeted and liked by users, but tweets containing other emotions (i.e., anger, anxiety, and joy) were less likely to be retweeted and liked. Research limitations/implications Only a portion of the larger conversation was manually coded. However, the current study provides an overall picture of how tweets are circulated during crises in terms of misinformation and correction, and moreover, how emotions and information types alike influence engagement behaviors. Originality/value The pervasive anger-laden tweets about mass shooting incidents might contribute to hostile narratives and eventually reignite political polarization. The notable presence of anger in correction tweets further suggests that those who are trying to provide correction to misinformation also rely on emotion. Moreover, our study suggests that displays of sadness could function in a way that leads individuals to rely on false claims as a coping strategy to counteract uncertainty. Peer review The peer review history for this article is available at: https://publons.com/publon/10.1108/OIR-03-2021-0121/"
https://openalex.org/W4400573796,https://doi.org/10.1016/j.pubrev.2024.102483,Misinformation or hard to tell? An eye-tracking study to investigate the effects of food crisis misinformation on social media engagement,2024,7,7.5211,Yen-I Lee; Di Mu; Ying‐Chia Hsu; Bartosz W. Wojdynski; Matt Binford,University of Georgia; Washington State University; Texas A&M International University; Grady Memorial Hospital; University of Idaho; Western Carolina University,US,Psychology; Political science; Business; Computer science,N/A
https://openalex.org/W4394709926,https://doi.org/10.1016/j.erss.2024.103543,Blame over blackouts: Correcting partisan misinformation regarding renewable energy in the United States,2024,12,14.0152,Salil Benegal; Lyle Scruggs,University of Connecticut; Union College,US,Political science; Economics; Psychology; Engineering; Physics,N/A
https://openalex.org/W2943718951,https://doi.org/10.1093/ntr/ntz063,Effects of Current and Enhanced Tobacco Corrective Messages on Smokers’ Intention to Quit Smoking and Intention to Purchase Cigarettes,2019,13,0.784,Stella Lee; Ashley Sanders‐Jackson; Andy S.L. Tan,Harvard University; Dana-Farber Cancer Institute; Michigan State University,US,Psychology; Medicine; Business,"INTRODUCTION: A federal court has ordered tobacco companies to issue corrective messages to address tobacco-related misperceptions. This study examined the effects of viewing current versus two enhanced versions of tobacco corrective messages on smokers' intention to quit smoking and intention to purchase cigarettes. METHODS: US adult smokers (N = 803) were randomly assigned to view (1) two current tobacco corrective messages (Current), (2) two corrective messages that include an industry deception statement (Industry Deception), or (3) two corrective messages with an industry deception statement and testimonials of people harmed by smoking (Industry Deception + Testimonial). Outcomes were pretest-posttest change in intentions to quit smoking and posttest intention to purchase cigarette measures. RESULTS: Intention to quit smoking increased significantly after viewing the Current corrective messages versus baseline. In addition, viewing the Industry Deception + Testimonial messages increased intention to quit smoking compared with the Current corrective condition and the Industry Deception condition. Hispanic smokers had increased intention to quit smoking and decreased intention to purchase cigarettes to a greater degree than non-Hispanic smokers in response to Industry Deception + Testimonial messages. There was no significant difference in intention to purchase cigarettes across conditions. CONCLUSIONS: Enhancing the current corrective statements by including an industry deception statement and testimonials may strengthen effects and contribute to remedying the effects of tobacco misinformation. IMPLICATIONS: Previous research has found that draft or proposed versions of tobacco industry corrective messages are effective in correcting beliefs and knowledge. However, studies have not examined how the current court-ordered corrective messages could change intention to quit smoking and intention to purchase cigarettes nor whether enhanced messages could perform better. Study findings suggest that the current corrective messages can increase smokers' intention to quit smoking beyond their baseline intention. More importantly, enhancing corrective messages by including an industry deception statement and testimonial was found to be more effective than current corrective messages. Findings can inform future iterations of tobacco correctives and strategies to reverse the effects of tobacco misinformation."
https://openalex.org/W4402671371,https://doi.org/10.18653/v1/2024.climatenlp-1.4,Generative Debunking of Climate Misinformation,2024,8,8.577,Francisco Zanartu; Yulia Otmakhova; John Granger Cook; Lea Frermann,The University of Melbourne,AU,Computer science,"Misinformation about climate change causes numerous negative impacts, necessitating corrective responses.Psychological research has offered various strategies for reducing the influence of climate misinformation, such as the fact-myth-fallacy-fact-structure.However, practically implementing corrective interventions at scale represents a challenge.Automatic detection and correction of misinformation offers a solution to the misinformation problem.This study documents the development of large language models that accept as input a climate myth and produce a debunking that adheres to the fact-myth-fallacy-fact (""truth sandwich"") structure, by incorporating contrarian claim classification and fallacy detection into an LLM prompting framework.We combine open (Mixtral, Palm2) and proprietary (GPT-4) LLMs with prompting strategies of varying complexity.Experiments reveal promising performance of GPT-4 and Mixtral if combined with structured prompts.We identify specific challenges of debunking generation and human evaluation, and map out avenues for future work.We release a dataset of high-quality truth-sandwich debunkings, source code and a demo of the debunking system. 1 1 Dataset:"
https://openalex.org/W4306697222,https://doi.org/10.1108/jices-02-2022-0015,Effects of health misinformation on misbeliefs: understanding the moderating roles of different types of knowledge,2022,14,4.7503,Weirui Wang; Susan K. Jacobson,Florida International University,US,Psychology; Political science,"Purpose Health misinformation poses severe risks to people’s health decisions and outcomes. A great deal of research in this area has focused on debunking misinformation and found limited effects of correctives after misinformation exposure. The research on prebunking strategies has been inadequate. Most has focused on forewarning and enhancing literacy skills and knowledge to recognize misinformation. Part of the reason for the inadequacy could be due to the challenges in conceptualizing and measuring knowledge. This study intends to fill this gap and examines various types of knowledge, including subjective knowledge, cancer literacy, persuasion knowledge and media literacy. This study aims to understand how knowledge may moderate the effect of misinformation exposure on misbeliefs. Design/methodology/approach An online experiment with a basic experimental design (misinformation exposure: health misinformation vs factual health message) was conducted. The authors measured and tested the moderating role of different types of knowledge (subjective knowledge, cancer literacy, persuasion knowledge and media literacy) separately to improve the understanding of their role in combatting online health misinformation. Findings This study found that a higher level of cancer literacy and persuasion knowledge helped people identify misinformation and prevented them from being persuaded by it. A higher level of subjective knowledge, however, reduced the recognition of misinformation, thereby increasing the likelihood of being persuaded by it. Media literacy did not moderate the mediation path. Originality/value This study differentiates the role different types of knowledge may have played in moderating the influence of health misinformation. It contributes to a strategic development of interventions that better prepare people against the influence of health misinformation."
https://openalex.org/W4403829504,https://doi.org/10.1016/j.pubrev.2024.102514,"Optimizing organizational corrective communication: The effects of correction placement timing, refutation detail level, and corrective narrative type on combating crisis misinformation narratives",2024,7,6.3677,Xuerong Lu; Yan Jin,Oregon State University; Grady Memorial Hospital; University of Georgia,US,Psychology; Computer science; Political science; Philosophy,N/A
https://openalex.org/W4366215001,https://doi.org/10.1177/20563051231161298,One Dose Is Not Enough: The Beneficial Effect of Corrective COVID-19 Information Is Diminished If Followed by Misinformation,2023,6,3.3792,Michael Craig; Santosh Vijaykumar,Northumbria University,GB,Psychology; Political science; Computer science,"The World Health Organization (WHO) released a series of mythbuster infographics to combat misinformation during the COVID-19 infodemic. While the corrective effects of such debunking interventions have typically been examined in the immediate aftermath of intervention delivery; the durability of these corrective effects and their resilience against subsequent misinformation remains poorly understood. To this end, we asked younger and older adults to rate the truthfulness and credibility of 10 statements containing misinformation about common COVID-19 myths, as well as their willingness to share the statements through social media. They did this three times, before and after experimental interventions within a single study session. In keeping with established findings, exposure to the WHO's myth-busting infographics-(a) improved participants' ratings of the misinformation statements as untruthful and uncredible and (b) reduced their reported willingness to share the statements. However, within-subject data revealed these beneficial effects were diminished if corrective information was presented shortly by misinformation, but the effects remained when further corrective information was presented. Throughout the study, younger adults rated the misinformation statements as more truthful and credible and were more willing to share them. Our data reveal that the benefit of COVID-19 debunking interventions may be short-lived if followed shortly by misinformation. Still, the effect can be maintained in the presence of further corrective information. These outcomes provide insights into the effectiveness and durability of corrective information and can influence strategies for tackling health-related misinformation, especially in younger adults."
